時間（秒）,Ⅱ-Ⅰ-１,Ⅱ-Ⅰ-２,Ⅱ-Ⅰ-３,Ⅱ-Ⅱ-１,Ⅱ-Ⅱ-２,Ⅱ-Ⅱ-３,Ⅱ-Ⅲ-１,Ⅱ-Ⅲ-２,Ⅱ-Ⅲ-３
7.45999999999989,-47.921 ,378.986 ,-156.222 ,98.477 ,39.138 ,-280.353 ,-460.087 ,-72.200 ,-126.013 
7.46999999999989,86.154 ,344.241 ,-79.355 ,113.169 ,40.626 ,-236.447 ,-428.177 ,-63.195 ,-114.014 
7.47999999999989,155.075 ,294.489 ,4.912 ,126.998 ,44.443 ,-202.853 ,-405.899 ,-45.698 ,-108.111 
7.48999999999989,214.811 ,228.426 ,89.671 ,137.175 ,52.283 ,-190.850 ,-375.741 ,-20.592 ,-106.484 
7.49999999999988,193.411 ,145.873 ,168.048 ,141.841 ,63.156 ,-120.247 ,-339.731 ,6.550 ,-105.891 
7.50999999999988,174.221 ,54.230 ,236.396 ,141.891 ,74.275 ,-19.638 ,-313.125 ,32.776 ,-101.952 
7.51999999999988,152.840 ,-69.447 ,293.107 ,139.524 ,85.916 ,41.148 ,-295.367 ,57.430 ,-93.928 
7.52999999999988,117.993 ,-180.845 ,331.276 ,135.969 ,101.712 ,69.459 ,-284.354 ,86.934 ,-90.421 
7.53999999999988,118.614 ,-288.157 ,350.312 ,130.726 ,124.596 ,95.988 ,-277.220 ,125.137 ,-94.663 
7.54999999999988,135.130 ,-386.524 ,357.821 ,121.237 ,151.166 ,137.122 ,-278.862 ,163.525 ,-94.602 
7.55999999999988,117.106 ,-391.547 ,356.400 ,107.889 ,174.395 ,171.787 ,-297.353 ,196.071 ,-85.732 
7.56999999999988,133.162 ,-380.396 ,351.339 ,95.029 ,193.922 ,132.018 ,-315.677 ,231.169 ,-80.635 
7.57999999999988,113.301 ,-305.280 ,349.463 ,86.557 ,216.999 ,82.962 ,-325.837 ,272.209 ,-82.245 
7.58999999999988,92.857 ,-204.718 ,350.215 ,80.776 ,244.867 ,50.895 ,-348.772 ,312.542 ,-81.282 
7.59999999999988,70.232 ,-105.069 ,355.731 ,73.429 ,271.118 ,13.912 ,-380.062 ,348.201 ,-76.697 
7.60999999999988,42.623 ,-12.001 ,368.073 ,63.601 ,292.759 ,-38.176 ,-392.981 ,378.582 ,-72.026 
7.61999999999988,15.315 ,44.930 ,383.134 ,54.986 ,316.272 ,-84.781 ,-401.575 ,405.401 ,-66.490 
7.62999999999988,-4.386 ,81.755 ,399.182 ,48.946 ,348.747 ,-124.892 ,-430.938 ,429.996 ,-61.618 
7.63999999999988,-31.747 ,74.840 ,414.410 ,40.539 ,385.325 ,-146.542 ,-446.497 ,451.710 ,-59.478 
7.64999999999988,-65.549 ,65.940 ,424.469 ,21.429 ,432.666 ,-151.833 ,-428.623 ,466.808 ,-54.403 
7.65999999999988,-96.020 ,51.945 ,428.918 ,-13.223 ,451.962 ,-136.355 ,-425.181 ,474.176 ,-46.365 
7.66999999999988,-140.969 ,39.536 ,429.355 ,-60.330 ,459.289 ,-107.939 ,-430.938 ,477.409 ,-40.016 
7.67999999999988,-161.418 ,53.160 ,425.372 ,-112.453 ,478.394 ,-89.318 ,-397.810 ,480.299 ,-36.881 
7.68999999999988,-184.498 ,71.697 ,417.074 ,-169.667 ,484.581 ,-74.663 ,-350.756 ,479.048 ,-32.486 
7.69999999999988,-177.816 ,111.908 ,407.101 ,-241.145 ,455.406 ,-24.076 ,-318.948 ,470.830 ,-27.776 
7.70999999999988,-167.261 ,159.760 ,397.296 ,-330.010 ,405.703 ,26.033 ,-277.972 ,458.763 ,-25.408 
7.71999999999988,-123.991 ,210.611 ,388.582 ,-417.529 ,383.381 ,35.911 ,-220.794 ,442.552 ,-20.741 
7.72999999999988,-86.549 ,253.647 ,381.857 ,-474.208 ,363.614 ,31.610 ,-165.615 ,424.179 ,-13.996 
7.73999999999988,-33.683 ,274.133 ,373.289 ,-488.026 ,326.358 ,29.857 ,-114.738 ,403.574 ,-11.652 
7.74999999999988,5.230 ,283.543 ,355.550 ,-571.206 ,281.845 ,51.347 ,-63.451 ,378.328 ,-11.880 
7.75999999999988,37.220 ,249.661 ,325.137 ,-564.288 ,248.128 ,49.508 ,-22.039 ,348.195 ,-6.115 
7.76999999999988,59.650 ,216.977 ,286.870 ,-570.311 ,223.073 ,14.580 ,13.062 ,316.450 ,4.405 
7.77999999999988,73.589 ,138.511 ,241.585 ,-485.751 ,194.649 ,-5.806 ,57.641 ,285.472 ,10.641 
7.78999999999988,88.754 ,55.002 ,179.942 ,-474.863 ,160.549 ,3.263 ,92.101 ,252.876 ,12.013 
7.79999999999988,98.245 ,-30.574 ,114.561 ,-431.199 ,130.605 ,16.363 ,108.219 ,218.517 ,16.798 
7.80999999999988,114.652 ,-119.750 ,69.772 ,-366.664 ,112.216 ,22.449 ,129.295 ,183.503 ,27.824 
7.81999999999988,140.746 ,-206.822 ,40.985 ,-303.434 ,102.031 ,38.578 ,150.959 ,150.380 ,37.750 
7.82999999999988,176.361 ,-278.834 ,26.671 ,-256.313 ,91.574 ,63.828 ,169.139 ,120.228 ,44.728 
7.83999999999988,207.459 ,-323.893 ,37.055 ,-224.227 ,77.353 ,100.010 ,182.449 ,92.397 ,49.831 
7.84999999999988,253.550 ,-361.158 ,63.947 ,-197.035 ,61.612 ,143.953 ,176.133 ,66.940 ,56.563 
7.85999999999988,294.543 ,-337.696 ,99.105 ,-168.623 ,44.939 ,177.994 ,175.951 ,44.139 ,68.521 
7.86999999999988,343.323 ,-312.757 ,131.758 ,-142.941 ,23.747 ,190.876 ,195.442 ,25.027 ,80.726 
7.87999999999988,394.918 ,-246.124 ,148.756 ,-126.672 ,-4.310 ,194.068 ,195.508 ,9.286 ,87.681 
7.88999999999988,447.340 ,-169.599 ,152.271 ,-119.025 ,-37.830 ,200.986 ,174.872 ,-5.531 ,92.090 
7.89999999999988,490.269 ,-98.543 ,139.127 ,-111.850 ,-72.374 ,187.182 ,168.975 ,-18.456 ,99.897 
7.90999999999988,538.998 ,-33.583 ,113.443 ,-100.698 ,-103.805 ,154.045 ,179.176 ,-31.657 ,109.216 
7.91999999999988,564.400 ,16.544 ,84.238 ,-89.571 ,-129.920 ,98.919 ,177.237 ,-47.116 ,114.409 
7.92999999999988,588.138 ,47.325 ,42.856 ,-83.372 ,-152.751 ,48.537 ,153.909 ,-63.605 ,115.589 
7.93999999999988,587.982 ,69.378 ,4.814 ,-80.915 ,-174.947 ,-4.880 ,134.158 ,-80.065 ,116.280 
7.94999999999988,579.660 ,84.996 ,-18.023 ,-77.813 ,-196.332 ,-55.694 ,131.792 ,-96.840 ,114.904 
7.95999999999988,557.349 ,101.193 ,-53.162 ,-70.856 ,-214.811 ,-98.812 ,126.409 ,-115.793 ,110.919 
7.96999999999987,529.250 ,115.730 ,-95.728 ,-61.869 ,-231.675 ,-139.851 ,101.052 ,-136.280 ,112.061 
7.97999999999987,491.618 ,123.026 ,-127.156 ,-55.396 ,-250.754 ,-177.054 ,72.787 ,-154.458 ,114.429 
7.98999999999987,441.305 ,116.275 ,-166.844 ,-52.797 ,-273.198 ,-179.523 ,64.474 ,-167.342 ,105.161 
7.99999999999987,375.798 ,79.319 ,-217.860 ,-51.024 ,-294.825 ,-167.686 ,63.561 ,-178.557 ,97.714 
8.00999999999987,294.883 ,28.422 ,-266.699 ,-48.260 ,-312.014 ,-168.108 ,50.691 ,-189.818 ,107.860 
8.01999999999987,185.325 ,-57.691 ,-316.145 ,-46.659 ,-324.792 ,-164.852 ,36.611 ,-196.889 ,118.174 
8.02999999999987,70.558 ,-139.764 ,-361.359 ,-49.929 ,-335.202 ,-148.277 ,41.555 ,-197.609 ,113.983 
8.03999999999987,-66.801 ,-212.379 ,-398.962 ,-57.434 ,-343.489 ,-123.973 ,58.595 ,-194.165 ,114.913 
8.04999999999987,-194.004 ,-272.089 ,-435.838 ,-64.733 ,-347.982 ,-114.204 ,64.005 ,-188.379 ,128.610 
8.05999999999987,-291.406 ,-277.376 ,-466.836 ,-67.882 ,-347.977 ,-133.519 ,68.899 ,-183.151 ,137.492 
8.06999999999987,-369.364 ,-270.984 ,-487.524 ,-67.440 ,-345.230 ,-138.197 ,88.007 ,-177.472 ,142.043 
8.07999999999987,-379.137 ,-244.493 ,-498.236 ,-65.151 ,-341.510 ,-132.585 ,105.864 ,-167.754 ,147.300 
8.08999999999987,-374.203 ,-210.016 ,-500.952 ,-59.657 ,-337.673 ,-163.406 ,115.042 ,-158.795 ,143.194 
8.09999999999987,-314.690 ,-202.577 ,-511.194 ,-48.057 ,-332.550 ,-189.718 ,107.096 ,-156.069 ,137.694 
8.10999999999987,-254.410 ,-188.153 ,-525.989 ,-31.560 ,-325.160 ,-194.004 ,112.787 ,-158.106 ,141.034 
8.11999999999987,-203.414 ,-190.781 ,-528.268 ,-13.775 ,-315.804 ,-192.806 ,152.490 ,-159.548 ,133.805 
8.12999999999987,-169.172 ,-178.087 ,-536.374 ,2.954 ,-306.848 ,-198.078 ,132.161 ,-161.224 ,111.047 
8.13999999999987,-188.699 ,-139.370 ,-566.347 ,18.147 ,-300.553 ,-189.174 ,83.951 ,-168.064 ,97.834 
8.14999999999987,-227.657 ,-89.596 ,-594.692 ,30.555 ,-296.385 ,-155.479 ,136.812 ,-177.667 ,92.737 
8.15999999999987,-304.389 ,-11.760 ,-598.021 ,38.117 ,-292.452 ,-105.049 ,169.744 ,-185.400 ,77.346 
8.16999999999987,-383.238 ,67.439 ,-577.863 ,40.266 ,-289.176 ,-54.799 ,107.934 ,-190.389 ,61.727 
8.17999999999987,-443.464 ,103.999 ,-546.527 ,39.247 ,-288.594 ,-6.091 ,107.124 ,-195.389 ,57.264 
8.18999999999987,-488.926 ,141.119 ,-495.879 ,36.036 ,-290.594 ,50.290 ,154.467 ,-199.615 ,49.590 
8.19999999999987,-470.799 ,117.958 ,-410.318 ,29.573 ,-290.770 ,120.672 ,154.739 ,-201.261 ,40.737 
8.20999999999987,-432.991 ,83.454 ,-309.349 ,20.761 ,-287.258 ,189.518 ,149.617 ,-200.922 ,43.278 
8.21999999999987,-341.740 ,39.004 ,-220.745 ,13.927 ,-281.559 ,225.013 ,149.753 ,-200.947 ,47.149 
8.22999999999987,-243.081 ,-19.770 ,-150.013 ,11.386 ,-274.872 ,252.722 ,155.856 ,-199.277 ,43.477 
8.23999999999987,-140.202 ,-61.414 ,-95.657 ,12.657 ,-266.660 ,292.415 ,187.996 ,-197.800 ,44.280 
8.24999999999987,-44.330 ,-103.814 ,-53.221 ,15.786 ,-256.052 ,315.685 ,198.836 ,-199.513 ,50.005 
8.25999999999987,15.802 ,-142.022 ,-20.948 ,21.154 ,-243.207 ,322.691 ,186.113 ,-200.709 ,53.507 
8.26999999999987,66.685 ,-184.290 ,0.900 ,31.840 ,-229.383 ,320.498 ,199.912 ,-202.186 ,61.356 
8.27999999999987,73.890 ,-213.746 ,22.442 ,49.793 ,-214.845 ,304.438 ,224.918 ,-207.897 ,65.769 
8.28999999999987,70.024 ,-255.147 ,56.077 ,71.627 ,-198.880 ,291.773 ,235.364 ,-212.167 ,62.489 
8.29999999999987,55.367 ,-253.038 ,102.581 ,92.747 ,-179.913 ,283.256 ,239.268 ,-215.543 ,67.986 
8.30999999999987,35.472 ,-252.756 ,146.407 ,113.307 ,-158.277 ,261.592 ,242.142 ,-221.404 ,81.424 
8.31999999999987,16.948 ,-210.713 ,176.072 ,137.088 ,-135.152 ,216.730 ,249.330 ,-224.646 ,83.795 
8.32999999999987,9.465 ,-163.521 ,199.122 ,165.521 ,-110.887 ,174.896 ,256.073 ,-222.721 ,77.927 
8.33999999999987,2.309 ,-94.590 ,213.495 ,195.604 ,-85.854 ,145.906 ,254.034 ,-220.775 ,81.073 
8.34999999999987,6.630 ,-31.318 ,211.291 ,223.646 ,-61.620 ,112.906 ,252.343 ,-218.707 ,89.774 
8.35999999999987,13.786 ,24.707 ,200.132 ,250.756 ,-38.881 ,51.803 ,247.976 ,-210.376 ,89.904 
8.36999999999987,17.727 ,71.488 ,179.029 ,281.974 ,-17.108 ,-9.581 ,236.234 ,-197.895 ,87.247 
8.37999999999987,15.841 ,91.740 ,150.269 ,323.424 ,4.453 ,-62.483 ,231.741 ,-188.119 ,88.602 
8.38999999999987,5.629 ,116.257 ,128.160 ,376.535 ,24.469 ,-114.507 ,228.327 ,-177.277 ,86.448 
8.39999999999987,-12.485 ,116.498 ,105.074 ,432.730 ,43.256 ,-168.840 ,213.011 ,-161.755 ,83.806 
8.40999999999987,-33.490 ,126.812 ,80.353 ,477.661 ,62.449 ,-227.674 ,195.688 ,-147.698 ,85.627 
8.41999999999987,-45.669 ,131.589 ,67.381 ,505.524 ,82.546 ,-284.612 ,181.600 ,-136.533 ,81.135 
8.42999999999987,-57.219 ,137.033 ,65.966 ,618.390 ,101.341 ,-325.764 ,168.581 ,-123.733 ,67.490 
8.43999999999986,-30.625 ,145.599 ,89.882 ,640.992 ,117.394 ,-349.995 ,152.318 ,-109.818 ,57.685 
8.44999999999986,-1.639 ,150.274 ,143.093 ,664.517 ,131.218 ,-371.187 ,130.336 ,-97.889 ,53.236 
8.45999999999986,55.985 ,135.303 ,212.524 ,681.965 ,143.609 ,-380.448 ,112.101 ,-83.948 ,41.562 
8.46999999999986,116.408 ,128.683 ,294.017 ,686.831 ,154.156 ,-375.384 ,97.493 ,-65.806 ,21.583 
8.47999999999986,162.249 ,91.673 ,357.029 ,681.523 ,163.078 ,-356.300 ,82.488 ,-47.713 ,7.731 
8.48999999999986,206.966 ,68.250 ,397.767 ,674.745 ,170.986 ,-315.907 ,72.371 ,-29.167 ,0.634 
8.49999999999986,222.043 ,30.414 ,423.546 ,575.835 ,179.162 ,-257.607 ,63.362 ,-7.077 ,-8.597 
8.50999999999986,231.181 ,-4.017 ,370.344 ,565.420 ,188.639 ,-198.847 ,54.256 ,16.510 ,-17.795 
8.51999999999986,235.813 ,-26.109 ,252.696 ,535.843 ,199.729 ,-148.187 ,49.055 ,35.447 ,-20.343 
8.52999999999986,236.393 ,-46.498 ,150.535 ,489.609 ,211.063 ,-74.201 ,45.017 ,50.951 ,-17.887 
8.53999999999986,269.248 ,-53.707 ,36.461 ,442.378 ,221.805 ,23.377 ,43.478 ,65.198 ,-12.026 
8.54999999999986,309.858 ,-61.490 ,-95.622 ,407.946 ,231.992 ,88.179 ,41.784 ,73.323 ,-4.658 
8.55999999999986,368.307 ,-52.617 ,-189.178 ,384.768 ,241.776 ,135.696 ,36.881 ,74.581 ,5.383 
8.56999999999986,440.358 ,-49.474 ,-245.984 ,359.389 ,250.585 ,196.411 ,35.821 ,72.343 ,19.697 
8.57999999999986,490.493 ,-56.851 ,-274.562 ,323.138 ,257.756 ,253.319 ,37.496 ,65.950 ,35.800 
8.58999999999986,544.595 ,-65.258 ,-277.322 ,278.348 ,263.102 ,288.685 ,39.773 ,54.373 ,47.100 
8.59999999999986,545.645 ,-117.295 ,-277.693 ,231.177 ,266.941 ,301.661 ,44.895 ,42.350 ,56.056 
8.60999999999986,540.877 ,-172.050 ,-280.857 ,183.144 ,268.400 ,301.356 ,47.660 ,31.483 ,68.773 
8.61999999999986,481.975 ,-252.431 ,-284.798 ,130.890 ,267.093 ,301.444 ,51.190 ,20.338 ,79.311 
8.62999999999986,413.131 ,-341.505 ,-293.137 ,72.436 ,262.502 ,287.776 ,61.588 ,11.476 ,75.757 
8.63999999999986,317.476 ,-402.783 ,-314.437 ,13.021 ,253.552 ,259.157 ,71.218 ,6.335 ,64.202 
8.64999999999986,212.546 ,-470.503 ,-353.455 ,-39.382 ,240.762 ,223.979 ,77.035 ,2.625 ,55.353 
8.65999999999986,103.788 ,-466.554 ,-395.385 ,-80.182 ,226.034 ,178.609 ,83.196 ,0.670 ,43.178 
8.66999999999986,-8.017 ,-460.928 ,-433.055 ,-109.685 ,210.294 ,137.227 ,88.715 ,2.538 ,16.337 
8.67999999999986,-110.552 ,-410.143 ,-470.027 ,-130.173 ,194.564 ,103.896 ,93.497 ,2.160 ,-19.282 
8.68999999999986,-211.112 ,-352.822 ,-501.865 ,-142.924 ,180.023 ,62.332 ,98.884 ,-6.557 ,-47.613 
8.69999999999986,-294.094 ,-292.221 ,-522.779 ,-146.353 ,167.581 ,16.191 ,101.991 ,-15.869 ,-71.770 
8.70999999999986,-370.846 ,-231.341 ,-530.228 ,-138.644 ,156.089 ,-14.655 ,99.899 ,-24.695 ,-99.043 
8.71999999999986,-418.655 ,-180.021 ,-524.255 ,-123.186 ,145.719 ,-30.509 ,96.467 ,-41.483 ,-124.004 
8.72999999999986,-460.932 ,-132.177 ,-500.052 ,-108.475 ,136.262 ,-42.251 ,98.152 ,-65.120 ,-140.526 
8.73999999999986,-461.880 ,-74.310 ,-460.365 ,-98.679 ,125.371 ,-54.927 ,100.679 ,-86.809 ,-146.741 
8.74999999999986,-467.705 ,-19.849 ,-419.506 ,-90.855 ,112.054 ,-54.367 ,95.742 ,-102.534 ,-142.527 
8.75999999999986,-432.146 ,65.578 ,-373.363 ,-81.917 ,98.825 ,-35.218 ,89.395 ,-112.610 ,-132.932 
8.76999999999986,-400.947 ,148.274 ,-312.904 ,-74.669 ,87.231 ,-1.522 ,88.655 ,-117.714 ,-122.232 
8.77999999999986,-362.606 ,241.824 ,-241.833 ,-74.063 ,76.745 ,31.413 ,87.593 ,-114.942 ,-105.444 
8.78999999999986,-316.519 ,340.205 ,-161.162 ,-80.954 ,67.645 ,57.668 ,84.232 ,-101.540 ,-77.311 
8.79999999999986,-279.379 ,426.546 ,-75.178 ,-89.794 ,61.654 ,110.280 ,80.757 ,-78.486 ,-46.978 
8.80999999999986,-237.394 ,520.950 ,13.665 ,-94.921 ,58.704 ,177.668 ,74.982 ,-49.515 ,-24.095 
8.81999999999986,-195.589 ,590.065 ,112.675 ,-97.090 ,57.196 ,220.796 ,70.253 ,-18.991 ,-5.847 
8.82999999999986,-152.546 ,667.713 ,215.614 ,-101.512 ,55.642 ,256.250 ,68.196 ,9.649 ,17.381 
8.83999999999986,-100.932 ,712.843 ,299.612 ,-108.471 ,53.381 ,302.610 ,63.600 ,34.158 ,42.191 
8.84999999999986,-40.807 ,761.676 ,355.206 ,-110.444 ,49.554 ,351.833 ,56.921 ,56.066 ,51.902 
8.85999999999986,22.218 ,765.884 ,397.092 ,-102.419 ,44.350 ,368.621 ,48.920 ,75.907 ,45.900 
8.86999999999986,82.755 ,757.491 ,435.480 ,-89.928 ,39.011 ,377.680 ,39.968 ,87.502 ,37.825 
8.87999999999986,133.086 ,697.579 ,467.160 ,-79.057 ,34.103 ,386.388 ,33.249 ,87.711 ,29.996 
8.88999999999986,166.141 ,622.139 ,496.961 ,-68.965 ,29.185 ,393.372 ,24.287 ,89.716 ,5.245 
8.89999999999986,154.836 ,503.033 ,536.123 ,-56.118 ,25.125 ,388.424 ,10.572 ,98.931 ,-41.599 
8.90999999999985,130.653 ,383.957 ,593.855 ,-41.998 ,22.136 ,368.871 ,-2.919 ,107.162 ,-87.378 
8.91999999999985,43.541 ,251.153 ,667.368 ,-33.005 ,19.649 ,343.549 ,-16.410 ,111.834 ,-127.589 
8.92999999999985,-51.492 ,131.081 ,734.511 ,-34.256 ,16.830 ,317.774 ,-29.822 ,119.635 ,-181.029 
8.93999999999985,-163.595 ,28.264 ,775.815 ,-44.995 ,12.961 ,264.689 ,-41.824 ,128.735 ,-235.429 
8.94999999999985,-274.002 ,-65.404 ,780.046 ,-61.827 ,8.199 ,207.609 ,-55.556 ,141.240 ,-278.630 
8.95999999999985,-346.637 ,-131.782 ,743.855 ,-82.597 ,3.681 ,149.942 ,-69.646 ,153.590 ,-318.076 
8.96999999999985,-406.684 ,-200.777 ,678.004 ,-108.230 ,0.381 ,83.760 ,-80.189 ,148.913 ,-343.498 
8.97999999999985,-404.925 ,-255.424 ,577.649 ,-138.630 ,-0.874 ,16.684 ,-87.900 ,135.255 ,-352.324 
8.98999999999985,-392.382 ,-317.012 ,439.192 ,-169.112 ,-0.806 ,-38.866 ,-94.482 ,127.660 ,-360.078 
8.99999999999985,-341.829 ,-352.591 ,299.331 ,-193.987 ,1.192 ,-76.470 ,-101.170 ,117.408 ,-354.280 
9.00999999999985,-280.590 ,-392.729 ,179.341 ,-211.987 ,5.860 ,-106.736 ,-107.491 ,96.658 ,-328.026 
9.01999999999985,-220.611 ,-394.109 ,63.536 ,-223.495 ,11.824 ,-135.173 ,-111.374 ,73.072 ,-299.469 
9.02999999999985,-155.016 ,-388.191 ,-49.788 ,-228.729 ,16.521 ,-146.451 ,-112.453 ,56.109 ,-265.597 
9.03999999999985,-82.748 ,-347.172 ,-156.285 ,-228.398 ,20.243 ,-132.987 ,-112.142 ,50.415 ,-226.447 
9.04999999999985,-15.642 ,-293.134 ,-256.786 ,-222.429 ,23.712 ,-119.846 ,-112.718 ,52.164 ,-191.725 
9.05999999999985,66.860 ,-228.374 ,-345.352 ,-209.168 ,25.785 ,-114.843 ,-113.390 ,53.881 ,-153.608 
9.06999999999985,144.153 ,-165.958 ,-424.235 ,-189.589 ,25.832 ,-102.250 ,-110.279 ,55.617 ,-112.273 
9.07999999999985,220.746 ,-105.562 ,-493.434 ,-167.305 ,25.663 ,-85.902 ,-104.086 ,65.294 ,-85.495 
9.08999999999985,292.917 ,-57.244 ,-537.986 ,-144.656 ,26.917 ,-75.765 ,-96.977 ,80.929 ,-72.140 
9.09999999999985,338.804 ,-17.067 ,-545.545 ,-120.370 ,28.337 ,-72.757 ,-88.039 ,90.113 ,-55.290 
9.10999999999985,379.165 ,12.268 ,-512.967 ,-93.016 ,28.247 ,-82.974 ,-79.201 ,88.268 ,-42.013 
9.11999999999985,382.907 ,36.389 ,-449.081 ,-65.206 ,28.194 ,-93.306 ,-70.229 ,84.298 ,-45.793 
9.12999999999985,381.209 ,54.552 ,-358.906 ,-43.177 ,28.813 ,-100.738 ,-55.710 ,82.243 ,-59.446 
9.13999999999985,361.986 ,63.212 ,-235.403 ,-29.478 ,28.070 ,-109.873 ,-39.062 ,77.361 ,-72.766 
9.14999999999985,339.089 ,73.445 ,-93.194 ,-21.529 ,24.184 ,-123.416 ,-28.864 ,68.904 ,-88.630 
9.15999999999985,306.732 ,67.100 ,47.089 ,-17.073 ,18.600 ,-131.521 ,-22.316 ,62.576 ,-109.171 
9.16999999999985,276.335 ,60.735 ,185.648 ,-18.377 ,13.244 ,-130.387 ,-11.658 ,61.423 ,-131.759 
9.17999999999985,244.879 ,53.396 ,306.721 ,-27.345 ,8.253 ,-121.327 ,1.463 ,65.736 ,-153.667 
9.18999999999985,217.782 ,49.944 ,390.742 ,-41.121 ,2.776 ,-104.067 ,8.734 ,76.121 ,-171.761 
9.19999999999985,196.136 ,60.506 ,444.076 ,-54.091 ,-2.685 ,-83.176 ,9.154 ,91.231 ,-185.285 
9.20999999999985,183.887 ,82.820 ,465.066 ,-62.346 ,-8.396 ,-64.088 ,10.933 ,107.902 ,-194.849 
9.21999999999985,180.703 ,125.243 ,450.181 ,-66.060 ,-14.640 ,-34.401 ,16.253 ,125.305 ,-201.451 
9.22999999999985,188.461 ,169.662 ,415.389 ,-68.039 ,-21.779 ,-1.137 ,19.266 ,143.314 ,-204.909 
9.23999999999985,201.431 ,211.934 ,371.485 ,-68.153 ,-32.222 ,20.209 ,18.500 ,159.519 ,-202.992 
9.24999999999985,213.378 ,249.109 ,326.500 ,-63.832 ,-47.314 ,36.195 ,17.158 ,171.142 ,-195.176 
9.25999999999985,208.354 ,241.919 ,288.655 ,-55.964 ,-65.327 ,51.747 ,18.186 ,177.576 ,-187.050 
9.26999999999985,195.312 ,238.024 ,254.165 ,-50.009 ,-84.059 ,56.810 ,22.127 ,178.874 ,-178.216 
9.27999999999985,147.470 ,190.024 ,222.019 ,-49.230 ,-102.564 ,52.742 ,26.529 ,176.597 ,-165.904 
9.28999999999985,89.352 ,149.378 ,188.269 ,-52.501 ,-121.473 ,47.417 ,30.741 ,173.532 ,-151.922 
9.29999999999985,8.976 ,109.056 ,141.173 ,-57.538 ,-138.621 ,31.235 ,36.091 ,170.315 ,-138.883 
9.30999999999985,-80.570 ,69.725 ,84.838 ,-63.255 ,-151.882 ,5.497 ,43.460 ,166.643 ,-127.050 
9.31999999999985,-170.808 ,52.578 ,27.075 ,-68.844 ,-161.957 ,-13.027 ,54.044 ,162.681 ,-115.070 
9.32999999999985,-259.070 ,33.349 ,-34.059 ,-73.468 ,-170.663 ,-36.647 ,65.331 ,160.712 ,-104.704 
9.33999999999985,-333.960 ,16.207 ,-90.746 ,-74.863 ,-179.235 ,-64.131 ,74.516 ,164.300 ,-97.869 
9.34999999999985,-400.738 ,0.528 ,-128.581 ,-70.682 ,-188.596 ,-86.572 ,84.977 ,170.022 ,-93.364 
9.35999999999985,-448.784 ,-18.711 ,-142.592 ,-60.112 ,-198.884 ,-113.104 ,97.182 ,174.260 ,-90.226 
9.36999999999985,-487.155 ,-36.113 ,-137.463 ,-44.700 ,-210.255 ,-133.972 ,108.193 ,177.776 ,-89.800 
9.37999999999984,-494.877 ,-26.145 ,-120.340 ,-26.868 ,-221.895 ,-150.026 ,119.741 ,183.154 ,-92.282 
9.38999999999984,-495.799 ,-15.733 ,-93.036 ,-8.669 ,-232.892 ,-165.569 ,130.315 ,191.276 ,-96.362 
9.39999999999984,-456.738 ,24.966 ,-59.415 ,9.649 ,-241.892 ,-186.427 ,136.796 ,200.104 ,-100.573 
9.40999999999984,-418.526 ,63.022 ,-28.982 ,27.900 ,-247.468 ,-200.520 ,143.347 ,206.791 ,-103.938 
9.41999999999984,-351.398 ,106.938 ,-3.663 ,44.943 ,-248.734 ,-206.147 ,149.626 ,214.817 ,-106.728 
9.42999999999984,-279.736 ,140.913 ,17.182 ,58.628 ,-246.027 ,-216.863 ,150.108 ,225.926 ,-110.356 
9.43999999999984,-205.150 ,159.482 ,32.128 ,68.366 ,-240.313 ,-225.429 ,146.618 ,240.944 ,-111.779 
9.44999999999984,-124.380 ,165.900 ,46.420 ,75.635 ,-232.814 ,-226.368 ,141.571 ,256.803 ,-107.823 
9.45999999999984,-47.884 ,164.455 ,59.308 ,82.810 ,-224.497 ,-228.845 ,133.302 ,272.280 ,-104.689 
9.46999999999984,22.867 ,157.044 ,63.631 ,89.671 ,-215.567 ,-226.122 ,120.899 ,283.646 ,-101.674 
9.47999999999984,93.348 ,137.944 ,62.578 ,94.562 ,-205.791 ,-215.273 ,104.719 ,293.875 ,-95.479 
9.48999999999984,156.169 ,119.559 ,59.447 ,96.946 ,-195.960 ,-209.096 ,87.551 ,302.384 ,-83.925 
9.49999999999984,195.908 ,75.484 ,53.606 ,98.687 ,-185.918 ,-203.932 ,69.400 ,305.756 ,-74.458 
9.50999999999984,228.233 ,31.170 ,47.847 ,101.605 ,-175.159 ,-196.149 ,47.364 ,300.166 ,-71.605 
9.51999999999984,224.307 ,-30.091 ,44.963 ,104.856 ,-163.098 ,-188.281 ,23.805 ,285.381 ,-60.127 
9.52999999999984,206.917 ,-94.234 ,50.262 ,105.962 ,-149.844 ,-185.840 ,1.079 ,267.859 ,-42.932 
9.53999999999984,158.518 ,-142.592 ,65.706 ,104.576 ,-136.923 ,-192.163 ,-21.019 ,250.526 ,-39.310 
9.54999999999984,98.473 ,-187.574 ,86.717 ,102.815 ,-125.667 ,-202.466 ,-43.020 ,228.683 ,-38.599 
9.55999999999984,24.308 ,-197.951 ,108.621 ,103.098 ,-115.788 ,-214.913 ,-66.939 ,200.680 ,-27.424 
9.56999999999984,-50.260 ,-195.824 ,122.744 ,105.132 ,-106.317 ,-228.788 ,-88.952 ,173.597 ,-19.551 
